MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,MEMBER_MARITAL_STATUS_embed_dim_0,MEMBER_MARITAL_STATUS_embed_dim_1,MEMBER_MARITAL_STATUS_embed_dim_2,MEMBER_GENDER_embed_dim_0,MEMBER_GENDER_embed_dim_1,MEMBERSHIP_PACKAGE_embed_dim_0,MEMBERSHIP_PACKAGE_embed_dim_1,PAYMENT_MODE_embed_dim_0,PAYMENT_MODE_embed_dim_1,PAYMENT_MODE_embed_dim_2,y_pred,y_proba,TARGET
99.0,108066.88,549996.0,1.0,41.0,0.0,0,0.1964866653575662,1009,2011,3,29,82451.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.3998087617613145,1
29.0,100000.0,500004.0,1.0,56.0,1.0,1,0.1999984000127999,2141,2008,2,21,112448.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2873556281610286,0
36.0,100000.0,300000.0,1.0,58.0,0.0,0,0.3333333333333333,1219,2010,8,31,116580.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3135292866793553,0
17.0,100000.0,949992.0,1.0,37.0,1.0,0,0.1052640443287943,443,2012,10,15,74444.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.22817572938158356,0
32.0,100000.0,549996.0,6.0,63.0,2.0,0,0.1818195041418483,1429,2010,2,2,126630.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.24350543147397663,0
22.0,103079.46,549996.0,4.0,37.0,1.0,3,0.1874185630440948,98,2013,9,25,74481.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,0,0.02702252945575694,0
27.0,410003.28,549996.0,1.0,59.0,0.0,2,0.745465930661314,1223,2010,8,27,118590.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,1,0.522277865143275,1
32.0,250000.26,1020000.0,2.0,69.0,0.0,1,0.245098294117647,282,2013,3,25,138897.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.004658507663167725,0
27.0,100000.0,399996.0,1.0,40.0,3.0,0,0.2500025000250002,1318,2010,5,24,80400.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3191307949978369,1
27.0,100000.0,999996.0,1.0,54.0,1.0,2,0.1000004000016,286,2013,3,21,108702.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.018581319729068478,0
17.0,123693.6,399996.0,1.0,48.0,1.0,3,0.3092370923709237,247,2013,4,29,96624.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.03357845034993093,0
12.0,150001.2,349992.0,2.0,53.0,3.0,1,0.4285846533635055,397,2012,11,30,106636.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.2558761856236875,0
17.0,123849.7,699996.0,2.0,55.0,3.0,3,0.1769291538808793,86,2013,10,7,110715.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,0,0.018561704673513955,0
17.0,100000.0,999996.0,1.0,37.0,3.0,1,0.1000004000016,1584,2009,8,31,74333.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.30005878289962595,1
12.0,1200000.0,1699992.0,1.0,43.0,0.0,1,0.7058856747561165,642,2012,3,30,86516.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.8186592819034246,1
65.0,100000.0,500004.0,1.0,27.0,2.0,0,0.1999984000127999,1384,2010,3,19,54270.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.33270261279124036,1
12.0,100000.0,219996.0,1.0,25.0,0.0,0,0.4545537191585301,1701,2009,5,6,50225.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.39418676705279365,0
17.0,188174.04,799992.0,1.0,51.0,1.0,3,0.235219902199022,125,2013,8,29,102663.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.036012675480324045,0
12.0,1000000.0,1200000.0,2.0,39.0,2.0,2,0.8333333333333334,674,2012,2,27,78468.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.7857968965234727,1
47.0,120000.0,549996.0,6.0,47.0,3.0,3,0.2181834049702179,1223,2010,8,27,94470.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.31392573965473203,0
45.0,100000.0,999996.0,1.0,49.0,3.0,3,0.1000004000016,1273,2010,7,8,98490.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3398763029016042,1
12.0,120000.96,249996.0,1.0,42.0,3.0,1,0.4800115201843229,276,2013,3,31,84546.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.15909364423852193,0
17.0,124198.92,699996.0,1.0,49.0,3.0,3,0.1774280424459568,282,2013,3,25,98637.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.06535492871098668,0
101.0,113369.66,549996.0,1.0,59.0,0.0,0,0.2061281536592993,987,2011,4,20,118649.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,1,0.5074155132853896,0
74.0,100000.0,549996.0,1.0,43.0,0.0,2,0.1818195041418483,1566,2009,9,18,86387.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.2998521955462541,0
64.0,251286.35,1200000.0,1.0,41.0,2.0,3,0.2094052916666666,1072,2011,1,25,82451.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.491285270511909,1
34.0,100000.0,500004.0,1.0,51.0,3.0,2,0.1999984000127999,1737,2009,3,31,102459.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094,0,0.33426492635936,1
22.0,144001.08,180000.0,1.0,37.0,1.0,0,0.8000059999999999,34,2013,11,28,74481.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.062303275557342885,0
22.0,103092.6,600000.0,1.0,62.0,2.0,1,0.171821,170,2013,7,15,124806.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094,0,0.11556325559060053,0
43.0,351000.0,500004.0,1.0,42.0,1.0,1,0.7019943840449276,2105,2008,3,28,84336.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.39926466709843406,0
12.0,100000.0,549996.0,1.0,49.0,0.0,1,0.1818195041418483,1220,2010,8,30,98490.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.32400991933834883,1
17.0,100000.44,279996.0,2.0,49.0,1.0,2,0.3571495307075815,356,2013,1,10,98637.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.011044900025841799,0
17.0,114000.84,1200000.0,5.0,44.0,1.0,0,0.0950007,1890,2008,10,29,88352.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.37013474060150087,1
12.0,200004.0,800004.0,1.0,54.0,3.0,1,0.2500037499812501,1097,2010,12,31,108540.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.4988597594670711,0
27.0,100000.0,549996.0,1.0,60.0,2.0,3,0.1818195041418483,1435,2010,1,27,120600.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.29688649156125374,0
22.0,100000.0,549996.0,1.0,56.0,0.0,0,0.1818195041418483,1827,2008,12,31,112448.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.25658580213331905,1
12.0,100000.0,699996.0,1.0,44.0,0.0,1,0.1428579591883382,881,2011,8,4,88484.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.550923553275368,0
17.0,113316.53,1999992.0,1.0,41.0,3.0,3,0.0566584916339665,215,2013,5,31,82533.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.0025112875756325504,0
45.0,160000.0,800004.0,1.0,50.0,2.0,0,0.1999990000049999,1268,2010,7,13,100500.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094,0,0.4554179569794523,1
27.0,100000.8,399996.0,1.0,45.0,1.0,0,0.2500045000450004,1386,2010,3,17,90450.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.4314647726926462,0
22.0,239999.74,549996.0,6.0,76.0,0.0,2,0.4363663372097251,124,2013,8,30,152988.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.0009747546308804243,0
84.0,104045.93,499992.0,1.0,26.0,2.0,0,0.2080951895230323,33,2013,11,29,52338.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.009806755539315946,0
12.0,100000.0,293124.0,1.0,46.0,1.0,1,0.341152549774157,1540,2009,10,14,92414.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.294491171969022,0
35.0,100000.0,549996.0,6.0,60.0,1.0,1,0.1818195041418483,1399,2010,3,4,120600.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2458320680307834,0
12.0,100000.0,199992.0,2.0,52.0,2.0,1,0.500020000800032,380,2012,12,17,104624.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.32651158829840304,0
61.0,100000.0,549996.0,6.0,71.0,0.0,3,0.1818195041418483,1357,2010,4,15,142710.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2960888576921374,0
22.0,100000.0,800004.0,1.0,40.0,2.0,1,0.1249993750031249,1449,2010,1,13,80400.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3368451515239446,0
62.0,100000.0,279996.0,1.0,20.0,0.0,3,0.3571479592565608,1504,2009,11,19,40180.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3155064095726184,0
77.0,125000.0,549996.0,1.0,46.0,0.0,0,0.2272743801773104,1317,2010,5,25,92460.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2707981778998315,0
22.0,123707.88,300000.0,1.0,40.0,3.0,3,0.4123596,187,2013,6,28,80520.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.04997451537557354,0
12.0,350000.0,500004.0,1.0,36.0,1.0,0,0.6999944000447996,2029,2008,6,12,72288.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3910371383718412,0
12.0,124319.58,649992.0,1.0,74.0,2.0,1,0.1912632463168777,813,2011,10,11,148814.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,1,0.5097813197166405,1
17.0,100012.93,350004.0,5.0,52.0,3.0,1,0.2857479628804242,1679,2009,5,28,104468.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3267118665620475,0
27.0,151000.0,699996.0,1.0,48.0,3.0,0,0.2157155183743907,1322,2010,5,20,96480.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.34294053164092325,0
12.0,100800.72,699996.0,1.0,29.0,0.0,1,0.1440018514391511,443,2012,10,15,58348.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.4695338001169828,0
27.0,123705.84,300000.0,1.0,42.0,0.0,3,0.4123527999999999,335,2013,1,31,84546.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.17496622136473267,0
44.0,125000.0,450000.0,1.0,50.0,3.0,1,0.2777777777777778,1219,2010,8,31,100500.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.32177436905949913,0
101.0,100000.11,600000.0,2.0,30.0,0.0,0,0.16666685,686,2012,2,15,60360.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.37198080431246694,0
47.0,100000.0,1534164.0,1.0,48.0,1.0,0,0.0651820796212139,1435,2010,1,27,96480.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094,0,0.34374566542666657,0
99.0,103191.12,399996.0,1.0,30.0,0.0,1,0.257980379803798,142,2013,8,12,60390.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.05664754809894793,0
92.0,103731.6,300000.0,2.0,46.0,0.0,0,0.345772,793,2011,10,31,92506.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,1,0.5900139844849539,0
70.0,100000.0,249996.0,1.0,23.0,0.0,3,0.4000064001024016,1227,2010,8,23,46230.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3013366697412665,0
12.0,100000.0,549996.0,1.0,66.0,2.0,2,0.1818195041418483,1372,2010,3,31,132660.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.22779480079837164,0
26.0,100000.0,1500000.0,1.0,58.0,0.0,1,0.0666666666666666,1542,2009,10,12,116522.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.35030326921281835,1
63.0,100000.0,336000.0,1.0,19.0,0.0,3,0.2976190476190476,1906,2008,10,13,38152.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3089401356705508,1
36.0,100000.0,350004.0,1.0,48.0,1.0,3,0.2857110204454806,1611,2009,8,4,96432.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094,0,0.3824678860087425,0
36.0,100000.0,549996.0,4.0,59.0,1.0,1,0.1818195041418483,1407,2010,2,24,118590.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.260028977125764,0
12.0,300000.0,549996.0,1.0,87.0,0.0,1,0.5454585124255449,1846,2008,12,12,174696.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.550738098414466,1
98.0,101316.84,1599996.0,1.0,49.0,0.0,2,0.0633231833079582,41,2013,11,21,98637.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.03431454287316234,0
38.0,200000.0,600000.0,1.0,57.0,0.0,3,0.3333333333333333,1262,2010,7,19,114570.0,0.9988347,-1.1609448,-0.628458,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.40736466465291443,1
17.0,103884.14,999996.0,1.0,46.0,0.0,3,0.1038845555382221,386,2012,12,11,92552.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.029069498885447187,0
17.0,100203.48,499992.0,1.0,51.0,3.0,3,0.200410166562665,33,2013,11,29,102663.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.07093532511334198,0
22.0,120000.96,399996.0,1.0,41.0,3.0,0,0.3000054000540005,1253,2010,7,28,82410.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.4161186110902387,0
36.0,150000.0,249996.0,1.0,58.0,2.0,1,0.6000096001536025,1219,2010,8,31,116580.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.35031906313820727,0
27.0,114023.16,499992.0,1.0,61.0,1.0,0,0.2280499687995008,397,2012,11,30,122732.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.19949920670047944,0
12.0,100002.0,540000.0,1.0,53.0,3.0,0,0.1851888888888888,1069,2011,1,28,106583.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3859089161233669,0
17.0,270729.72,349992.0,2.0,54.0,2.0,2,0.7735311664266611,49,2013,11,13,108702.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.042272861228037376,0
16.0,180001.44,549996.0,1.0,78.0,3.0,3,0.3272777256561865,1821,2009,1,6,156702.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.38244784233374074,1
9.0,119999.88,240000.0,1.0,27.0,0.0,1,0.4999995,1738,2009,3,30,54243.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,1,0.5498879587670876,1
27.0,100000.0,399996.0,1.0,42.0,1.0,2,0.2500025000250002,1332,2010,5,10,84420.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.35083077393981066,0
12.0,200000.0,549996.0,1.0,71.0,2.0,0,0.3636390082836966,994,2011,4,13,142781.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.6098877928788776,1
12.0,199424.0,3999996.0,2.0,51.0,3.0,2,0.0498560498560498,251,2013,4,25,102663.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.010677015741537661,0
27.0,120000.96,1200000.0,1.0,57.0,1.0,1,0.1000008,1926,2008,9,23,114456.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.30510823018339983,0
51.0,100000.0,3000000.0,1.0,44.0,0.0,3,0.0333333333333333,1233,2010,8,17,88440.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.2576558698301115,0
22.0,103090.01,727992.0,2.0,81.0,0.0,0,0.1416087127331069,104,2013,9,19,163053.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.007445736874191649,0
82.0,101507.52,549996.0,6.0,82.0,0.0,3,0.1845604695306875,307,2013,2,28,165066.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.11551369286295814,0
17.0,125000.0,650004.0,1.0,46.0,1.0,2,0.1923065088830222,1475,2009,12,18,92414.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3263957810566714,0
27.0,100000.0,600000.0,1.0,44.0,3.0,0,0.1666666666666666,1447,2010,1,15,88440.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.30241945384825675,0
17.0,199981.81,399996.0,1.0,39.0,3.0,1,0.4999595245952459,824,2011,9,30,78429.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,1,0.5344721508919726,0
17.0,103090.29,549996.0,2.0,44.0,1.0,0,0.1874382540963934,97,2013,9,26,88572.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.001105911406358027,0
27.0,100531.58,699996.0,2.0,42.0,1.0,2,0.1436173635277915,488,2012,8,31,84504.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.4056716389056274,0
52.0,100000.0,275004.0,1.0,42.0,3.0,0,0.3636310744570988,1329,2010,5,13,84420.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3442541214588766,1
17.0,100000.8,200004.0,1.0,24.0,0.0,0,0.4999940001199976,1577,2009,9,7,48216.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.4846939762406729,0
12.0,100000.0,600000.0,2.0,44.0,2.0,0,0.1666666666666666,701,2012,1,31,88528.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.6115153653886627,1
43.0,100000.0,300000.0,1.0,42.0,3.0,0,0.3333333333333333,2092,2008,4,10,84336.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3456890009396919,0
27.0,160465.8,1200000.0,1.0,40.0,1.0,3,0.1337215,113,2013,9,10,80520.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.04803240351672112,0
27.0,100000.0,350004.0,1.0,57.0,2.0,2,0.2857110204454806,1650,2009,6,26,114513.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2845573604340931,0
47.0,120000.0,600000.0,1.0,47.0,2.0,3,0.2,1220,2010,8,30,94470.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.31416872332941376,0
27.0,100000.0,500004.0,1.0,34.0,1.0,0,0.1999984000127999,1380,2010,3,23,68340.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3231568219885048,1
9.0,101416.0,450000.0,1.0,43.0,2.0,1,0.2253688888888889,1766,2009,3,2,86387.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.289553666244232,0
82.0,100000.0,549996.0,1.0,69.0,0.0,0,0.1818195041418483,1405,2010,2,26,138690.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.320589511841834,0
32.0,375000.0,2787000.0,1.0,62.0,1.0,0,0.1345532831001076,1220,2010,8,30,124620.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.25980628627090013,0
63.0,100514.79,500004.0,1.0,42.0,1.0,3,0.2010279717762257,1069,2011,1,28,84462.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,1,0.6146965349740294,1
17.0,100000.0,489996.0,1.0,40.0,2.0,0,0.2040832986391725,1456,2010,1,6,80400.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3825586345232297,1
