MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,TARGET
12.0,100000.0,W,F,549996.0,4.0,TYPE-B,41.0,0.0,ANNUAL,1,0.1818195041418483,2000,2008,7,11,82328.0,0
25.0,300000.0,M,M,650004.0,1.0,TYPE-B,70.0,2.0,SEMI-ANNUAL,3,0.4615356213192534,1386,2010,3,17,140700.0,0
26.0,100000.0,W,M,549996.0,6.0,TYPE-B,69.0,0.0,ANNUAL,1,0.1818195041418483,1318,2010,5,24,138690.0,1
12.0,100000.0,M,M,450000.0,1.0,TYPE-B,44.0,2.0,ANNUAL,1,0.2222222222222222,1155,2010,11,3,88440.0,1
27.0,100000.0,S,M,699996.0,1.0,TYPE-B,27.0,0.0,ANNUAL,3,0.1428579591883382,1786,2009,2,10,54243.0,1
27.0,120132.12,S,M,570000.0,1.0,TYPE-A,41.0,0.0,MONTHLY,0,0.21075810526315789,680,2012,2,21,82492.0,0
17.0,150000.0,M,F,549996.0,4.0,TYPE-B,38.0,3.0,SEMI-ANNUAL,1,0.27272925621277244,2119,2008,3,14,76304.0,1
26.0,199999.0,M,M,699996.0,1.0,TYPE-B,59.0,3.0,ANNUAL,2,0.2857144897970846,1680,2009,5,27,118531.0,1
12.0,600000.0,M,M,1200000.0,1.0,TYPE-B,33.0,3.0,SEMI-ANNUAL,1,0.5,307,2013,2,28,66429.0,0
12.0,1000000.0,Unknown,M,300000.0,2.0,TYPE-B,62.0,3.0,ANNUAL,1,3.3333333333333335,642,2012,3,30,124744.0,1
32.0,241968.26,M,M,375216.0,2.0,TYPE-A,49.0,3.0,ANNUAL,1,0.6448772440407659,677,2012,2,24,98588.0,0
32.0,100000.0,M,F,999996.0,1.0,TYPE-B,62.0,2.0,ANNUAL,2,0.1000004000016,1219,2010,8,31,124620.0,0
12.0,100000.0,M,M,249996.0,1.0,TYPE-B,34.0,1.0,SEMI-ANNUAL,1,0.4000064001024016,1252,2010,7,29,68340.0,1
22.0,500250.0,M,F,1200000.0,1.0,TYPE-B,30.0,2.0,ANNUAL,1,0.416875,1349,2010,4,23,60300.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,46.0,0.0,ANNUAL,2,0.1818195041418483,1860,2008,11,28,92368.0,0
17.0,300000.22,Unknown,M,549996.0,1.0,TYPE-A,6.0,3.0,ANNUAL,2,0.545458912428454,276,2013,3,31,12078.0,0
15.0,100000.0,M,M,350004.0,1.0,TYPE-B,69.0,1.0,ANNUAL,0,0.28571102044548063,1547,2009,10,7,138621.0,0
27.0,100000.0,S,M,300000.0,1.0,TYPE-B,21.0,0.0,ANNUAL,1,0.3333333333333333,1372,2010,3,31,42210.0,0
17.0,120553.68,M,M,849996.0,1.0,TYPE-A,40.0,3.0,MONTHLY,1,0.14182852625188824,397,2012,11,30,80480.0,0
84.0,226158.45,Unknown,M,549996.0,1.0,TYPE-A,52.0,0.0,ANNUAL,2,0.4112001723648899,1066,2011,1,31,104572.0,1
17.0,130558.44,Unknown,F,459996.0,2.0,TYPE-A,57.0,1.0,MONTHLY,3,0.2838251636970756,82,2013,10,11,114741.0,0
17.0,119997.0,M,M,600000.0,1.0,TYPE-A,38.0,2.0,MONTHLY,0,0.199995,656,2012,3,16,76456.0,0
99.0,100000.09,Unknown,M,600000.0,1.0,TYPE-A,33.0,0.0,ANNUAL,1,0.16666681666666666,824,2011,9,30,66363.0,1
50.0,100000.0,M,M,800004.0,1.0,TYPE-B,44.0,2.0,ANNUAL,1,0.12499937500312498,1212,2010,9,7,88440.0,0
12.0,150000.0,M,M,1800000.0,1.0,TYPE-B,30.0,3.0,ANNUAL,0,0.08333333333333333,679,2012,2,22,60360.0,1
12.0,100000.0,M,F,999996.0,1.0,TYPE-B,46.0,3.0,ANNUAL,1,0.1000004000016,1219,2010,8,31,92460.0,0
12.0,200000.0,M,F,1500000.0,1.0,TYPE-B,41.0,3.0,ANNUAL,1,0.13333333333333333,1028,2011,3,10,82451.0,1
17.0,100000.0,M,M,600000.0,1.0,TYPE-B,50.0,3.0,ANNUAL,0,0.16666666666666666,2193,2007,12,31,100350.0,0
12.0,120000.96,M,F,499992.0,2.0,TYPE-B,38.0,2.0,MONTHLY,1,0.24000576009216149,677,2012,2,24,76456.0,0
99.0,101515.02,Unknown,M,600000.0,2.0,TYPE-A,36.0,0.0,SEMI-ANNUAL,0,0.1691917,642,2012,3,30,72432.0,0
96.0,107335.36,Unknown,M,399996.0,6.0,TYPE-A,77.0,0.0,ANNUAL,3,0.2683410834108341,315,2013,2,20,155001.0,0
12.0,150000.0,M,M,1672992.0,2.0,TYPE-B,39.0,3.0,ANNUAL,1,0.0896597234176852,796,2011,10,28,78429.0,1
64.0,250000.27,W,F,1500000.0,1.0,TYPE-A,41.0,0.0,ANNUAL,2,0.16666684666666665,287,2013,3,20,82533.0,0
40.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,81.0,3.0,SEMI-ANNUAL,3,0.1818195041418483,1561,2009,9,23,162729.0,0
36.0,180001.44,M,F,480000.0,1.0,TYPE-B,54.0,1.0,MONTHLY,3,0.37500300000000003,1381,2010,3,22,108540.0,1
12.0,100000.0,Unknown,M,499992.0,1.0,TYPE-B,62.0,0.0,ANNUAL,2,0.2000032000512008,621,2012,4,20,124744.0,0
17.0,105000.0,M,M,600000.0,1.0,TYPE-B,44.0,1.0,ANNUAL,0,0.175,1860,2008,11,28,88352.0,1
27.0,296485.38,M,M,4399992.0,1.0,TYPE-A,44.0,3.0,ANNUAL,1,0.0673831634239335,419,2012,11,8,88528.0,0
17.0,100351.68,S,M,499992.0,1.0,TYPE-A,28.0,0.0,MONTHLY,0,0.20070657130514086,978,2011,4,29,56308.0,1
17.0,116156.86,M,M,499992.0,1.0,TYPE-A,51.0,3.0,ANNUAL,3,0.23231743707899327,250,2013,4,26,102663.0,0
44.0,100000.0,M,M,450000.0,1.0,TYPE-B,51.0,2.0,SEMI-ANNUAL,3,0.2222222222222222,1420,2010,2,11,102510.0,0
53.0,101999.76,M,M,499992.0,1.0,TYPE-A,52.0,2.0,SEMI-ANNUAL,3,0.2040027840445447,918,2011,6,28,104572.0,0
27.0,110000.0,S,M,350004.0,1.0,TYPE-B,24.0,0.0,ANNUAL,3,0.3142821224900287,1392,2010,3,11,48240.0,1
56.0,369999.02,M,M,1350000.0,1.0,TYPE-A,49.0,1.0,ANNUAL,3,0.27407334814814815,611,2012,4,30,98588.0,0
12.0,100000.0,S,F,399996.0,1.0,TYPE-B,23.0,0.0,ANNUAL,1,0.25000250002500024,642,2012,3,30,46276.0,1
32.0,210800.74,M,M,1149996.0,2.0,TYPE-A,46.0,3.0,ANNUAL,1,0.18330562888914395,672,2012,2,29,92552.0,0
22.0,100000.0,M,M,349992.0,2.0,TYPE-B,49.0,1.0,ANNUAL,1,0.28572081647580516,93,2013,9,30,98637.0,0
77.0,101030.0,S,M,699996.0,5.0,TYPE-A,26.0,0.0,ANNUAL,1,0.1443293961679781,1070,2011,1,27,52286.0,0
17.0,199000.0,M,M,1449996.0,1.0,TYPE-B,34.0,1.0,ANNUAL,0,0.13724175790829768,1982,2008,7,29,68272.0,0
12.0,500010.0,W,F,500004.0,1.0,TYPE-B,60.0,0.0,ANNUAL,1,1.0000119999040007,1147,2010,11,11,120600.0,1
12.0,105563.0,Unknown,M,499992.0,2.0,TYPE-B,72.0,2.0,ANNUAL,3,0.2111293780700491,307,2013,2,28,144936.0,0
18.0,150000.0,M,M,549996.0,6.0,TYPE-B,76.0,3.0,ANNUAL,1,0.27272925621277244,1260,2010,7,21,152760.0,0
12.0,100000.0,M,M,1200000.0,1.0,TYPE-B,39.0,1.0,ANNUAL,2,0.08333333333333333,643,2012,3,29,78468.0,1
47.0,500000.0,M,F,999996.0,1.0,TYPE-B,47.0,1.0,ANNUAL,3,0.500002000008,1219,2010,8,31,94470.0,1
37.0,150000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,76.0,3.0,ANNUAL,0,0.27272925621277244,1737,2009,3,31,152684.0,0
73.0,149999.86,Unknown,M,750000.0,1.0,TYPE-A,58.0,2.0,ANNUAL,1,0.1999998133333333,93,2013,9,30,116754.0,0
55.0,100000.8,M,M,450000.0,1.0,TYPE-B,28.0,1.0,MONTHLY,1,0.222224,1794,2009,2,2,56252.0,0
12.0,100000.0,M,M,600000.0,1.0,TYPE-B,45.0,1.0,QUARTERLY,0,0.16666666666666666,2193,2007,12,31,90315.0,0
12.0,100000.0,Unknown,F,549996.0,6.0,TYPE-B,77.0,3.0,ANNUAL,0,0.1818195041418483,692,2012,2,9,154924.0,1
17.0,100000.0,M,M,300000.0,1.0,TYPE-B,29.0,2.0,ANNUAL,1,0.3333333333333333,1679,2009,5,28,58261.0,0
49.0,360000.0,M,M,500004.0,1.0,TYPE-B,46.0,3.0,ANNUAL,1,0.7199942400460796,1276,2010,7,5,92460.0,1
38.0,150000.0,M,M,840000.0,1.0,TYPE-B,56.0,3.0,ANNUAL,0,0.17857142857142858,1261,2010,7,20,112560.0,0
12.0,100000.0,Unknown,M,1299996.0,1.0,TYPE-B,57.0,0.0,ANNUAL,1,0.07692331361019572,764,2011,11,29,114627.0,0
22.0,100000.0,M,M,450000.0,1.0,TYPE-B,51.0,2.0,ANNUAL,1,0.2222222222222222,1489,2009,12,4,102459.0,0
12.0,210000.0,Unknown,M,999996.0,1.0,TYPE-B,54.0,0.0,ANNUAL,1,0.21000084000336,824,2011,9,30,108594.0,1
102.0,124999.54,Unknown,F,922476.0,1.0,TYPE-A,28.0,0.0,ANNUAL,0,0.13550438168581078,672,2012,2,29,56336.0,0
12.0,115000.0,W,M,499992.0,2.0,TYPE-B,47.0,0.0,ANNUAL,0,0.23000368005888094,276,2013,3,31,94611.0,0
29.0,100000.0,M,F,474996.0,1.0,TYPE-B,55.0,1.0,SEMI-ANNUAL,1,0.2105280886575887,1825,2009,1,2,110495.0,0
32.0,100000.54,M,M,699996.0,2.0,TYPE-A,59.0,2.0,ANNUAL,1,0.14285873062131782,672,2012,2,29,118708.0,0
17.0,123693.0,M,F,199992.0,2.0,TYPE-A,53.0,3.0,MONTHLY,2,0.6184897395895835,36,2013,11,26,106689.0,0
12.0,100000.0,Unknown,M,399996.0,2.0,TYPE-B,63.0,1.0,ANNUAL,1,0.25000250002500024,677,2012,2,24,126756.0,0
22.0,100195.0,M,M,399996.0,1.0,TYPE-B,45.0,3.0,ANNUAL,0,0.250490004900049,1568,2009,9,16,90405.0,1
17.0,102003.6,M,M,600000.0,1.0,TYPE-A,64.0,3.0,MONTHLY,2,0.17000600000000002,34,2013,11,28,128832.0,0
27.0,200000.0,M,M,699996.0,1.0,TYPE-B,49.0,1.0,SEMI-ANNUAL,2,0.2857159183766764,1253,2010,7,28,98490.0,0
17.0,128500.92,M,F,540000.0,1.0,TYPE-A,46.0,3.0,MONTHLY,3,0.23796466666666666,279,2013,3,28,92598.0,0
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,68.0,0.0,ANNUAL,0,0.1818195041418483,1888,2008,10,31,136544.0,0
17.0,100000.0,M,M,500004.0,1.0,TYPE-B,57.0,1.0,ANNUAL,1,0.1999984000127999,1769,2009,2,27,114513.0,0
12.0,100000.0,M,M,999996.0,2.0,TYPE-B,50.0,1.0,ANNUAL,2,0.1000004000016,460,2012,9,28,100600.0,0
34.0,100000.0,M,M,999996.0,1.0,TYPE-B,61.0,3.0,ANNUAL,3,0.1000004000016,1408,2010,2,23,122610.0,1
12.0,240001.92,Unknown,M,900000.0,1.0,TYPE-B,74.0,0.0,MONTHLY,0,0.26666880000000004,93,2013,9,30,148962.0,0
16.0,100000.0,M,M,249996.0,1.0,TYPE-B,59.0,2.0,ANNUAL,0,0.4000064001024016,1787,2009,2,9,118531.0,1
27.0,107098.66,M,M,499992.0,2.0,TYPE-A,39.0,2.0,SEMI-ANNUAL,0,0.2142007472119554,282,2013,3,25,78507.0,1
27.0,150003.0,M,M,500004.0,1.0,TYPE-B,35.0,2.0,ANNUAL,0,0.30000359997120024,1433,2010,1,29,70350.0,0
12.0,100000.0,M,M,200004.0,5.0,TYPE-B,23.0,3.0,SEMI-ANNUAL,3,0.499990000199996,1755,2009,3,13,46207.0,1
17.0,100000.0,M,M,1800000.0,1.0,TYPE-B,35.0,1.0,QUARTERLY,0,0.05555555555555555,1377,2010,3,26,70350.0,0
12.0,120000.12,M,F,549996.0,4.0,TYPE-B,41.0,2.0,MONTHLY,1,0.2181836231536229,2162,2008,1,31,82328.0,0
27.0,152998.1,M,M,2100000.0,1.0,TYPE-A,38.0,2.0,SEMI-ANNUAL,3,0.0728562380952381,383,2012,12,14,76456.0,0
17.0,121120.8,M,M,549996.0,6.0,TYPE-A,67.0,1.0,MONTHLY,1,0.22022123797263982,366,2012,12,31,134804.0,0
17.0,105000.0,M,M,300000.0,2.0,TYPE-B,38.0,2.0,ANNUAL,0,0.35,155,2013,7,30,76494.0,0
12.0,200000.0,Unknown,M,849996.0,1.0,TYPE-B,53.0,0.0,ANNUAL,1,0.2352952249187055,366,2012,12,31,106636.0,0
17.0,101542.28,S,F,450000.0,1.0,TYPE-A,46.0,0.0,QUARTERLY,3,0.22564951111111112,397,2012,11,30,92552.0,0
102.0,198113.19,Unknown,F,294576.0,2.0,TYPE-A,26.0,0.0,ANNUAL,1,0.6725367647058823,400,2012,11,27,52312.0,0
27.0,300000.0,M,M,800004.0,1.0,TYPE-B,38.0,1.0,ANNUAL,1,0.37499812500937496,1219,2010,8,31,76380.0,0
17.0,121804.68,M,M,300000.0,1.0,TYPE-A,40.0,1.0,MONTHLY,3,0.4060156,264,2013,4,12,80520.0,0
22.0,100000.0,M,F,180000.0,1.0,TYPE-B,37.0,1.0,ANNUAL,1,0.5555555555555556,286,2013,3,21,74481.0,0
37.0,100000.0,M,M,500004.0,1.0,TYPE-B,57.0,1.0,ANNUAL,3,0.1999984000127999,1462,2009,12,31,114513.0,0
87.0,102006.92,Unknown,F,399996.0,1.0,TYPE-A,50.0,0.0,SEMI-ANNUAL,2,0.255019850198502,277,2013,3,30,100650.0,0
76.0,200000.08,M,M,399996.0,2.0,TYPE-A,26.0,3.0,ANNUAL,1,0.5000052000520004,93,2013,9,30,52338.0,0
26.0,125000.0,M,F,549996.0,4.0,TYPE-B,59.0,3.0,ANNUAL,2,0.2272743801773104,1603,2009,8,12,118531.0,0
17.0,203099.96,M,M,2000004.0,1.0,TYPE-A,51.0,1.0,ANNUAL,2,0.1015497769004462,1128,2010,11,30,102510.0,1
17.0,111570.96,Unknown,M,549996.0,1.0,TYPE-A,48.0,0.0,ANNUAL,0,0.20285776623829993,1161,2010,10,28,96480.0,0
32.0,207397.44,M,F,999996.0,2.0,TYPE-A,49.0,2.0,SEMI-ANNUAL,1,0.2073982695930784,276,2013,3,31,98637.0,1
17.0,119994.96,M,M,600000.0,1.0,TYPE-A,54.0,2.0,MONTHLY,2,0.19999160000000002,317,2013,2,18,108702.0,0
17.0,100203.48,M,M,499992.0,1.0,TYPE-A,51.0,3.0,MONTHLY,3,0.200410166562665,33,2013,11,29,102663.0,0
23.0,500000.0,M,M,2300004.0,1.0,TYPE-B,62.0,2.0,ANNUAL,1,0.21739092627664997,1798,2009,1,29,124558.0,0
41.0,199999.0,W,F,800004.0,1.0,TYPE-B,54.0,0.0,ANNUAL,0,0.24999750001249993,1395,2010,3,8,108540.0,1
12.0,400000.0,M,M,999996.0,1.0,TYPE-B,59.0,2.0,ANNUAL,3,0.4000016000064,1099,2010,12,29,118590.0,1
45.0,100000.0,M,M,350004.0,1.0,TYPE-B,50.0,2.0,ANNUAL,2,0.28571102044548063,1380,2010,3,23,100500.0,0
12.0,198000.0,M,F,480000.0,1.0,TYPE-B,34.0,1.0,SEMI-ANNUAL,2,0.4125,1016,2011,3,22,68374.0,1
12.0,200000.0,Unknown,M,549996.0,6.0,TYPE-B,64.0,0.0,ANNUAL,1,0.3636390082836966,337,2013,1,29,128832.0,0
12.0,250000.0,M,M,6000000.0,2.0,TYPE-B,42.0,2.0,ANNUAL,1,0.041666666666666664,558,2012,6,22,84504.0,1
12.0,101000.0,M,M,500004.0,1.0,TYPE-B,55.0,3.0,ANNUAL,0,0.20199838401292788,1381,2010,3,22,110550.0,0
17.0,100000.42,M,M,799992.0,2.0,TYPE-A,38.0,1.0,ANNUAL,0,0.12500177501775017,397,2012,11,30,76456.0,0
96.0,106700.01,Unknown,M,600000.0,2.0,TYPE-A,52.0,0.0,ANNUAL,2,0.17783335,217,2013,5,29,104676.0,0
57.0,100000.0,M,M,249996.0,1.0,TYPE-B,37.0,3.0,ANNUAL,2,0.4000064001024016,1394,2010,3,9,74370.0,1
12.0,100000.0,M,M,349992.0,2.0,TYPE-B,46.0,2.0,SEMI-ANNUAL,0,0.28572081647580516,775,2011,11,18,92506.0,0
17.0,121872.24,M,F,499992.0,1.0,TYPE-A,45.0,2.0,MONTHLY,2,0.24374837997407958,447,2012,10,11,90540.0,0
22.0,100000.0,M,M,200004.0,1.0,TYPE-B,35.0,1.0,ANNUAL,1,0.499990000199996,1842,2008,12,16,70280.0,0
48.0,200000.0,M,M,750000.0,1.0,TYPE-B,46.0,3.0,ANNUAL,1,0.26666666666666666,1293,2010,6,18,92460.0,0
17.0,234614.62,M,M,1200000.0,1.0,TYPE-A,56.0,1.0,ANNUAL,2,0.19551218333333334,672,2012,2,29,112672.0,0
12.0,200000.0,Unknown,M,399996.0,1.0,TYPE-B,53.0,0.0,ANNUAL,2,0.5000050000500005,824,2011,9,30,106583.0,0
49.0,199999.0,M,F,5000004.0,1.0,TYPE-B,36.0,1.0,ANNUAL,1,0.0399997680001856,2133,2008,2,29,72288.0,0
15.0,280000.0,M,M,1500000.0,2.0,TYPE-B,69.0,3.0,QUARTERLY,2,0.18666666666666668,1584,2009,8,31,138621.0,0
49.0,133424.0,M,M,699996.0,1.0,TYPE-B,45.0,2.0,QUARTERLY,3,0.19060680346744838,1219,2010,8,31,90450.0,0
12.0,150000.0,Unknown,F,549996.0,1.0,TYPE-B,43.0,0.0,ANNUAL,3,0.27272925621277244,1048,2011,2,18,86473.0,1
17.0,108002.44,S,M,249996.0,2.0,TYPE-A,34.0,0.0,SEMI-ANNUAL,0,0.4320166722667563,475,2012,9,13,68408.0,1
79.0,126937.5,Unknown,M,549996.0,1.0,TYPE-A,63.0,1.0,ANNUAL,0,0.2307971330700587,982,2011,4,25,126693.0,1
17.0,100000.0,M,M,450000.0,1.0,TYPE-B,29.0,1.0,ANNUAL,3,0.2222222222222222,1835,2008,12,23,58232.0,1
12.0,100000.0,Unknown,M,180000.0,1.0,TYPE-B,59.0,0.0,SEMI-ANNUAL,0,0.5555555555555556,722,2012,1,10,118708.0,0
12.0,250000.0,Unknown,M,999996.0,2.0,TYPE-B,49.0,0.0,ANNUAL,0,0.250001000004,642,2012,3,30,98588.0,1
95.0,100000.09,Unknown,M,499992.0,1.0,TYPE-A,46.0,0.0,ANNUAL,0,0.20000338005408086,855,2011,8,30,92506.0,0
12.0,100000.0,Unknown,M,799992.0,2.0,TYPE-B,1.0,3.0,ANNUAL,0,0.12500125001250012,523,2012,7,27,2012.0,1
27.0,100000.0,M,M,942000.0,1.0,TYPE-B,28.0,1.0,ANNUAL,1,0.10615711252653928,1251,2010,7,30,56280.0,1
69.0,300000.14,Unknown,M,249996.0,2.0,TYPE-A,65.0,0.0,ANNUAL,2,1.200019760316165,215,2013,5,31,130845.0,0
17.0,300709.14,Unknown,M,699996.0,2.0,TYPE-A,70.0,2.0,ANNUAL,3,0.42958694049680285,296,2013,3,11,140910.0,0
22.0,100000.8,M,M,2436000.0,1.0,TYPE-B,33.0,1.0,MONTHLY,0,0.0410512315270936,712,2012,1,20,66396.0,0
81.0,108418.28,Unknown,M,649992.0,1.0,TYPE-A,60.0,0.0,ANNUAL,1,0.16679940676192936,826,2011,9,28,120660.0,0
17.0,122017.66,M,M,1007304.0,1.0,TYPE-A,53.0,3.0,SEMI-ANNUAL,1,0.1211329052599811,35,2013,11,27,106689.0,0
75.0,100000.43,S,M,300000.0,1.0,TYPE-A,27.0,0.0,ANNUAL,0,0.33333476666666667,49,2013,11,13,54351.0,0
61.0,200000.0,M,M,800004.0,1.0,TYPE-B,33.0,3.0,ANNUAL,2,0.24999875000624996,1219,2010,8,31,66330.0,0
60.0,100002.35,M,F,799992.0,2.0,TYPE-A,44.0,1.0,ANNUAL,0,0.12500418754187542,276,2013,3,31,88572.0,0
17.0,100000.66,Unknown,M,1500000.0,2.0,TYPE-A,7.0,3.0,ANNUAL,0,0.06666710666666667,282,2013,3,25,14091.0,0
17.0,375000.0,M,F,1099992.0,2.0,TYPE-B,43.0,2.0,ANNUAL,3,0.3409115702659656,777,2011,11,16,86473.0,1
17.0,270860.24,Unknown,M,2499996.0,2.0,TYPE-A,66.0,2.0,ANNUAL,2,0.10834426935083095,307,2013,2,28,132858.0,0
55.0,100000.0,M,M,750000.0,1.0,TYPE-B,40.0,2.0,ANNUAL,1,0.13333333333333333,1374,2010,3,29,80400.0,0
12.0,100000.0,M,M,499992.0,2.0,TYPE-B,44.0,3.0,ANNUAL,1,0.2000032000512008,384,2012,12,13,88528.0,0
27.0,100000.0,M,F,549996.0,4.0,TYPE-B,34.0,3.0,QUARTERLY,0,0.1818195041418483,1301,2010,6,10,68340.0,1
17.0,125000.59,M,F,1599996.0,1.0,TYPE-B,38.0,2.0,ANNUAL,1,0.07812556406391016,1668,2009,6,8,76342.0,0
44.0,240001.92,M,M,600000.0,1.0,TYPE-B,40.0,3.0,MONTHLY,1,0.4000032,1951,2008,8,29,80320.0,1
12.0,100000.0,M,M,500004.0,1.0,TYPE-B,61.0,2.0,ANNUAL,0,0.1999984000127999,1462,2009,12,31,122549.0,0
95.0,120005.28,Unknown,F,399996.0,1.0,TYPE-A,73.0,0.0,MONTHLY,3,0.3000162001620016,862,2011,8,23,146803.0,0
46.0,161789.46,M,F,800004.0,1.0,TYPE-A,59.0,3.0,ANNUAL,1,0.2022358138209309,1048,2011,2,18,118649.0,1
27.0,125000.0,M,M,500004.0,1.0,TYPE-B,52.0,1.0,ANNUAL,2,0.24999800001599987,1395,2010,3,8,104520.0,1
12.0,155000.0,M,M,429996.0,1.0,TYPE-B,34.0,3.0,ANNUAL,0,0.36046846947413463,887,2011,7,29,68374.0,1
97.0,133960.0,Unknown,M,1999992.0,1.0,TYPE-A,34.0,0.0,ANNUAL,0,0.06698026792107169,673,2012,2,28,68408.0,0
32.0,100000.0,W,F,200004.0,1.0,TYPE-B,63.0,0.0,ANNUAL,2,0.499990000199996,1405,2010,2,26,126630.0,0
27.0,100000.0,M,M,600000.0,1.0,TYPE-B,44.0,3.0,ANNUAL,0,0.16666666666666666,1384,2010,3,19,88440.0,1
60.0,100000.0,S,F,200004.0,1.0,TYPE-B,23.0,0.0,ANNUAL,0,0.499990000199996,1769,2009,2,27,46207.0,0
53.0,100000.0,S,M,6500004.0,1.0,TYPE-B,30.0,0.0,ANNUAL,0,0.015384605917165589,1687,2009,5,20,60270.0,0
80.0,173650.5,S,M,380004.0,1.0,TYPE-A,23.0,0.0,ANNUAL,1,0.45697018978747594,1016,2011,3,22,46253.0,1
12.0,100000.0,M,M,669996.0,2.0,TYPE-B,53.0,3.0,SEMI-ANNUAL,2,0.1492546224156562,580,2012,5,31,106636.0,1
17.0,100514.2,M,M,799992.0,1.0,TYPE-A,38.0,3.0,ANNUAL,2,0.1256440064400644,1122,2010,12,6,76380.0,0
90.0,500002.78,Unknown,M,1500000.0,1.0,TYPE-A,36.0,0.0,SEMI-ANNUAL,0,0.33333518666666667,276,2013,3,31,72468.0,0
38.0,100000.0,M,F,999996.0,1.0,TYPE-B,57.0,2.0,ANNUAL,3,0.1000004000016,1381,2010,3,22,114570.0,1
31.0,100000.0,W,M,500004.0,1.0,TYPE-B,54.0,0.0,ANNUAL,3,0.1999984000127999,1738,2009,3,30,108486.0,1
12.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,62.0,0.0,ANNUAL,0,0.1818195041418483,1651,2009,6,25,124558.0,1
22.0,149995.8,M,F,459996.0,1.0,TYPE-A,26.0,3.0,MONTHLY,0,0.32608066157097015,43,2013,11,19,52338.0,0
17.0,210299.4,Unknown,F,399996.0,2.0,TYPE-A,52.0,0.0,MONTHLY,3,0.5257537575375754,83,2013,10,10,104676.0,0
35.0,100000.0,M,M,549996.0,6.0,TYPE-B,60.0,3.0,SEMI-ANNUAL,3,0.1818195041418483,1346,2010,4,26,120600.0,0
12.0,201001.56,M,M,900000.0,1.0,TYPE-B,37.0,1.0,MONTHLY,0,0.22333506666666667,1091,2011,1,6,74407.0,1
17.0,112782.11,M,M,1399992.0,1.0,TYPE-A,39.0,3.0,ANNUAL,3,0.08055911033777335,93,2013,9,30,78507.0,0
12.0,300002.4,M,M,799992.0,2.0,TYPE-B,41.0,3.0,MONTHLY,3,0.3750067500675007,352,2013,1,14,82533.0,1
12.0,500000.0,M,F,399996.0,2.0,TYPE-B,45.0,1.0,ANNUAL,2,1.2500125001250013,678,2012,2,23,90540.0,1
32.0,199991.16,M,M,499992.0,2.0,TYPE-A,40.0,1.0,MONTHLY,1,0.3999887198195171,734,2011,12,29,80440.0,1
12.0,150000.0,Unknown,M,600000.0,2.0,TYPE-B,60.0,0.0,ANNUAL,1,0.25,366,2012,12,31,120720.0,0
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,58.0,0.0,ANNUAL,1,0.1818195041418483,1644,2009,7,2,116522.0,0
33.0,130000.0,S,M,399996.0,1.0,TYPE-B,61.0,0.0,ANNUAL,0,0.3250032500325003,1224,2010,8,26,122610.0,0
27.0,100000.0,M,M,999996.0,5.0,TYPE-B,27.0,2.0,ANNUAL,2,0.1000004000016,1477,2009,12,16,54243.0,1
22.0,100000.0,M,M,699996.0,1.0,TYPE-B,37.0,1.0,ANNUAL,0,0.1428579591883382,1219,2010,8,31,74370.0,1
97.0,100000.39,Unknown,M,399996.0,2.0,TYPE-A,63.0,0.0,ANNUAL,1,0.25000347503475034,488,2012,8,31,126756.0,0
12.0,999999.98,M,M,7999992.0,1.0,TYPE-B,67.0,3.0,SEMI-ANNUAL,1,0.1250001225001225,672,2012,2,29,134804.0,0
22.0,288652.03,Unknown,M,1200000.0,2.0,TYPE-A,51.0,0.0,ANNUAL,1,0.24054335833333335,110,2013,9,13,102663.0,0
17.0,100000.0,M,M,999996.0,1.0,TYPE-B,39.0,3.0,ANNUAL,0,0.1000004000016,2179,2008,1,14,78312.0,0
22.0,203996.64,Unknown,M,999996.0,2.0,TYPE-A,68.0,0.0,MONTHLY,2,0.20399745598982397,187,2013,6,28,136884.0,1
12.0,699999.99,M,F,975000.0,2.0,TYPE-B,53.0,2.0,ANNUAL,1,0.7179487076923077,652,2012,3,20,106636.0,0
12.0,200004.0,M,F,1700004.0,1.0,TYPE-B,48.0,1.0,SEMI-ANNUAL,1,0.1176491349432119,1066,2011,1,31,96528.0,1
81.0,200000.4,Unknown,M,999996.0,1.0,TYPE-A,54.0,0.0,ANNUAL,3,0.2000012000048,264,2013,4,12,108702.0,0
27.0,100000.0,S,F,1700004.0,1.0,TYPE-B,27.0,0.0,ANNUAL,1,0.05882339100378587,1378,2010,3,25,54270.0,0
