MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,MEMBER_MARITAL_STATUS_embed_dim_0,MEMBER_MARITAL_STATUS_embed_dim_1,MEMBER_MARITAL_STATUS_embed_dim_2,MEMBER_GENDER_embed_dim_0,MEMBER_GENDER_embed_dim_1,MEMBERSHIP_PACKAGE_embed_dim_0,MEMBERSHIP_PACKAGE_embed_dim_1,PAYMENT_MODE_embed_dim_0,PAYMENT_MODE_embed_dim_1,PAYMENT_MODE_embed_dim_2
12.0,200000.0,457992.0,1.0,72.0,0.0,1,0.43668885046027006,922,2011,6,24,144792.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
42.0,150001.2,349992.0,1.0,43.0,1.0,0,0.4285846533635055,1808,2009,1,19,86387.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,120000.96,2000004.0,1.0,38.0,3.0,1,0.06000035999928,1015,2011,3,23,76418.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,120000.96,450000.0,1.0,25.0,3.0,0,0.26666880000000004,1868,2008,11,20,50200.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,120000.96,260004.0,1.0,35.0,2.0,1,0.4615350533068722,1118,2010,12,10,70350.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,100002.0,1500000.0,1.0,50.0,2.0,0,0.066668,1100,2010,12,28,100500.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
17.0,100000.0,549996.0,1.0,66.0,0.0,0,0.1818195041418483,1449,2010,1,13,132660.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
41.0,200000.0,399996.0,1.0,53.0,0.0,1,0.5000050000500005,1281,2010,6,30,106530.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.0,500004.0,1.0,37.0,0.0,0,0.1999984000127999,1385,2010,3,18,74370.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.8,1347384.0,1.0,58.0,3.0,3,0.07421848559876026,293,2013,3,14,116754.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,151000.0,600000.0,2.0,27.0,3.0,3,0.25166666666666665,737,2011,12,26,54297.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
19.0,100000.0,300000.0,1.0,38.0,1.0,1,0.3333333333333333,1737,2009,3,31,76342.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,126371.64,199992.0,1.0,62.0,0.0,0,0.6318834753390136,62,2013,10,31,124806.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
17.0,121857.12,1999992.0,1.0,44.0,1.0,3,0.060928803715214856,350,2013,1,16,88572.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
21.0,100000.0,600000.0,1.0,73.0,3.0,1,0.16666666666666666,1392,2010,3,11,146730.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
12.0,100002.0,349992.0,1.0,55.0,3.0,0,0.2857265308921347,1147,2010,11,11,110550.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,300006.84,399996.0,5.0,65.0,0.0,2,0.7500246002460025,733,2011,12,30,130715.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,160000.0,799992.0,1.0,34.0,2.0,1,0.2000020000200002,580,2012,5,31,68408.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,124258.8,518040.0,1.0,49.0,0.0,3,0.2398633310169099,140,2013,8,14,98637.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
22.0,162575.29,650004.0,1.0,41.0,1.0,1,0.2501142916043594,996,2011,4,11,82451.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,549996.0,1.0,41.0,0.0,1,0.1818195041418483,1073,2011,1,24,82451.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.0,350004.0,1.0,38.0,3.0,0,0.28571102044548063,1843,2008,12,15,76304.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,100000.0,324996.0,1.0,43.0,2.0,2,0.3076960947211658,1372,2010,3,31,86430.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,720000.0,1.0,34.0,0.0,0,0.1388888888888889,1720,2009,4,17,68306.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
22.0,100001.36,549996.0,6.0,74.0,3.0,2,0.18182197688710464,86,2013,10,7,148962.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094
17.0,242962.51,549996.0,6.0,72.0,3.0,3,0.4417532309325886,279,2013,3,28,144936.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,101028.21,150000.0,1.0,37.0,1.0,3,0.6735214,68,2013,10,25,74481.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,199992.0,1.0,36.0,2.0,1,0.500020000800032,796,2011,10,28,72396.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
96.0,106700.01,600000.0,2.0,52.0,0.0,2,0.17783335,217,2013,5,29,104676.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
91.0,100595.44,549996.0,1.0,47.0,0.0,1,0.18290213019731053,1007,2011,3,31,94517.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
37.0,200000.0,999996.0,1.0,57.0,3.0,3,0.2000008000032,1219,2010,8,31,114570.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,10000000.0,2100000.0,1.0,57.0,3.0,0,4.761904761904762,2102,2008,3,31,114456.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
53.0,120000.96,1718004.0,1.0,29.0,3.0,0,0.0698490573945113,1860,2008,11,28,58232.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,247402.56,1500000.0,1.0,53.0,3.0,3,0.16493504,276,2013,3,31,106689.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
9.0,120000.96,249996.0,1.0,38.0,3.0,1,0.48001152018432297,1591,2009,8,24,76342.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
22.0,100000.0,480000.0,1.0,47.0,1.0,1,0.20833333333333334,1210,2010,9,9,94470.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,1196392.6,1999992.0,1.0,40.0,0.0,3,0.5981986927947712,260,2013,4,16,80520.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
17.0,123709.3,96000.0,2.0,60.0,1.0,3,1.2886385416666668,366,2012,12,31,120720.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,549996.0,1.0,55.0,0.0,1,0.1818195041418483,1374,2010,3,29,110550.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,3999996.0,1.0,46.0,0.0,0,0.025000025000025,811,2011,10,13,92506.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
27.0,100000.0,450000.0,1.0,34.0,1.0,0,0.2222222222222222,1237,2010,8,13,68340.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,103090.01,549996.0,1.0,77.0,2.0,3,0.1874377450017818,105,2013,9,18,155001.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,379992.0,1.0,59.0,3.0,0,0.26316343501968464,329,2013,2,6,118767.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,219996.0,5.0,48.0,3.0,0,0.45455371915853016,1834,2008,12,24,96384.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
53.0,168001.32,120000.0,1.0,30.0,0.0,1,1.4000110000000001,1822,2009,1,5,60270.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,100000.46,249996.0,2.0,66.0,2.0,2,0.4000082401318421,309,2013,2,26,132858.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
39.0,100000.0,300000.0,1.0,55.0,1.0,0,0.3333333333333333,1405,2010,2,26,110550.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,849996.0,2.0,72.0,1.0,1,0.11764761245935275,279,2013,3,28,144936.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,103094.38,1149996.0,1.0,40.0,2.0,3,0.08964759877425661,93,2013,9,30,80520.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
89.0,250000.3,799992.0,6.0,78.0,0.0,1,0.3125035000350003,125,2013,8,29,157014.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
30.0,200000.0,499992.0,1.0,64.0,0.0,2,0.4000064001024016,1219,2010,8,31,128640.0,0.27973944,0.539785,0.28578463,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,200000.0,549996.0,6.0,47.0,3.0,0,0.3636390082836966,2011,2008,6,30,94376.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
58.0,200000.0,999996.0,1.0,37.0,2.0,3,0.2000008000032,1307,2010,6,4,74370.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
38.0,100000.0,549996.0,1.0,69.0,1.0,2,0.1818195041418483,1472,2009,12,21,138621.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
12.0,300002.4,750000.0,1.0,64.0,0.0,1,0.40000320000000006,159,2013,7,26,128832.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,499999.99,799992.0,1.0,67.0,3.0,2,0.6250062375623756,672,2012,2,29,134804.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.0,399996.0,5.0,23.0,0.0,2,0.25000250002500024,1745,2009,3,23,46207.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.0,399996.0,1.0,54.0,2.0,3,0.25000250002500024,1363,2010,4,9,108540.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
17.0,111703.38,600000.0,1.0,56.0,0.0,2,0.1861723,264,2013,4,12,112728.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,160072.44,499992.0,1.0,54.0,2.0,2,0.3201500024000384,335,2013,1,31,108702.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094
17.0,107985.12,549996.0,6.0,64.0,3.0,1,0.19633800973097984,64,2013,10,29,128832.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
68.0,200000.0,1241028.0,1.0,24.0,0.0,2,0.16115671846243598,1219,2010,8,31,48240.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,412359.52,999996.0,1.0,56.0,3.0,3,0.4123611694446778,254,2013,4,22,112728.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094
32.0,141699.96,499992.0,1.0,45.0,0.0,2,0.28340445447127155,307,2013,2,28,90585.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,249996.0,1.0,34.0,1.0,1,0.4000064001024016,1252,2010,7,29,68340.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
61.0,100000.2,600000.0,1.0,44.0,1.0,1,0.16666699999999998,231,2013,5,15,88572.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,100000.0,290004.0,5.0,23.0,3.0,1,0.34482283002993064,1457,2010,1,5,46230.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,319992.0,1.0,38.0,3.0,0,0.3125078126953174,378,2012,12,19,76456.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100008.0,200004.0,1.0,33.0,0.0,0,0.500029999400012,1749,2009,3,19,66297.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
40.0,500000.0,600000.0,1.0,55.0,0.0,3,0.8333333333333334,1405,2010,2,26,110550.0,0.27973944,0.539785,0.28578463,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,309295.56,999996.0,2.0,47.0,3.0,3,0.3092967971871887,321,2013,2,14,94611.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
28.0,200000.0,549996.0,4.0,66.0,2.0,2,0.3636390082836966,1330,2010,5,12,132660.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100004.0,549996.0,1.0,37.0,2.0,1,0.181826776922014,1770,2009,2,26,74333.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
22.0,100000.0,999996.0,1.0,35.0,3.0,0,0.1000004000016,1433,2010,1,29,70350.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
39.0,200000.0,999996.0,1.0,55.0,1.0,3,0.2000008000032,1219,2010,8,31,110550.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,1000000.0,3000000.0,2.0,62.0,1.0,1,0.3333333333333333,674,2012,2,27,124744.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
31.0,100000.0,1200000.0,1.0,53.0,2.0,1,0.08333333333333333,1664,2009,6,12,106477.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
17.0,100533.04,399996.0,1.0,29.0,0.0,3,0.2513351133511335,384,2012,12,13,58348.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
27.0,214101.99,999996.0,1.0,36.0,0.0,3,0.21410284641138563,276,2013,3,31,72468.0,0.9988347,-1.1609448,-0.628458,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.99,1200000.0,5.0,53.0,2.0,0,0.08333415833333334,1160,2010,10,29,106530.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,450000.0,2.0,35.0,3.0,0,0.2222222222222222,672,2012,2,29,70420.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
27.0,118211.04,600000.0,1.0,28.0,0.0,1,0.19701839999999998,566,2012,6,14,56336.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,100000.0,500004.0,1.0,46.0,3.0,0,0.1999984000127999,2060,2008,5,12,92368.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
12.0,100000.0,999996.0,1.0,59.0,1.0,1,0.1000004000016,1386,2010,3,17,118590.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,102483.67,300000.0,1.0,48.0,1.0,3,0.34161223333333335,57,2013,11,5,96624.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
60.0,100002.35,799992.0,2.0,44.0,1.0,0,0.12500418754187542,276,2013,3,31,88572.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
61.0,100000.0,549996.0,1.0,61.0,1.0,0,0.1818195041418483,1408,2010,2,23,122610.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,140103.12,549996.0,6.0,67.0,1.0,3,0.2547347980712587,341,2013,1,25,134871.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,150000.0,549996.0,1.0,43.0,0.0,0,0.27272925621277244,1097,2010,12,31,86430.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,239999.96,1200000.0,1.0,53.0,0.0,2,0.19999996666666667,187,2013,6,28,106689.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094
12.0,300000.0,135000.0,1.0,30.0,0.0,1,2.2222222222222223,366,2012,12,31,60360.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,124999.98,549996.0,4.0,27.0,1.0,0,0.22727434381340955,2049,2008,5,23,54216.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
41.0,150000.0,650004.0,1.0,44.0,3.0,1,0.2307678106596267,1568,2009,9,16,88396.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,150799.56,799992.0,2.0,24.0,0.0,3,0.18850133501335012,276,2013,3,31,48312.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
17.0,283291.32,189996.0,1.0,41.0,2.0,3,1.4910383376492138,380,2012,12,17,82492.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,350000.0,1500000.0,1.0,54.0,0.0,1,0.23333333333333334,642,2012,3,30,108648.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.8,799992.0,2.0,40.0,1.0,1,0.12500225002250023,673,2012,2,28,80480.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,150000.0,1299996.0,1.0,49.0,2.0,0,0.11538497041529358,279,2013,3,28,98637.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,100000.0,30000000.0,1.0,24.0,0.0,3,0.0033333333333333335,1406,2010,2,25,48240.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,500000.0,999996.0,2.0,39.0,1.0,3,0.500002000008,295,2013,3,12,78507.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
71.0,200000.0,1023276.0,1.0,21.0,0.0,2,0.1954506897454841,1206,2010,9,13,42210.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
55.0,100000.0,1100004.0,1.0,28.0,0.0,0,0.09090876033178061,1919,2008,9,30,56224.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
22.0,120000.0,750000.0,1.0,23.0,0.0,1,0.16,2102,2008,3,31,46184.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,100000.0,600000.0,2.0,60.0,1.0,0,0.16666666666666666,433,2012,10,25,120720.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
90.0,125499.82,300000.0,2.0,46.0,0.0,0,0.4183327333333334,793,2011,10,31,92506.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,121195.32,799992.0,1.0,36.0,2.0,3,0.15149566495664957,366,2012,12,31,72432.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
17.0,120004.56,450000.0,1.0,25.0,0.0,1,0.2666768,1661,2009,6,15,50225.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,103090.05,549996.0,6.0,62.0,1.0,0,0.18743781772958348,135,2013,8,19,124806.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
74.0,250000.3,699996.0,2.0,59.0,0.0,2,0.3571453265447231,106,2013,9,17,118767.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,500000.0,1800000.0,1.0,64.0,0.0,0,0.2777777777777778,276,2013,3,31,128832.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,103089.62,600000.0,1.0,60.0,3.0,3,0.1718160333333333,83,2013,10,10,120780.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
52.0,100001.3,799992.0,2.0,52.0,3.0,0,0.1250028750287503,167,2013,7,18,104676.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
37.0,100000.0,399996.0,1.0,43.0,3.0,1,0.25000250002500024,1562,2009,9,22,86387.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,200000.0,999996.0,1.0,42.0,3.0,1,0.2000008000032,1342,2010,4,30,84420.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,260004.0,1.0,58.0,2.0,1,0.38460946754665315,1888,2008,10,31,116464.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
51.0,104724.99,549996.0,1.0,46.0,0.0,1,0.19041045753060024,1737,2009,3,31,92414.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
