MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,START_YEAR,START_MONTH,START_DAY,MEMBER_MARITAL_STATUS_D,MEMBER_MARITAL_STATUS_M,MEMBER_MARITAL_STATUS_S,MEMBER_MARITAL_STATUS_Unknown,MEMBER_MARITAL_STATUS_W,MEMBER_GENDER_F,MEMBER_GENDER_M,MEMBER_GENDER_Unknown,MEMBERSHIP_PACKAGE_TYPE-A,MEMBERSHIP_PACKAGE_TYPE-B,PAYMENT_MODE_ANNUAL,PAYMENT_MODE_MONTHLY,PAYMENT_MODE_QUARTERLY,PAYMENT_MODE_SEMI-ANNUAL,PAYMENT_MODE_SINGLE-PREMIUM
54.0,100002.35,600000.0,1.0,55.0,2.0,1,0.16667058333333334,2013,11,13,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,600004.8,549996.0,1.0,66.0,2.0,1,1.0909257521872888,2009,10,28,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
17.0,100000.0,549996.0,1.0,65.0,2.0,3,0.1818195041418483,2009,3,31,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
43.0,120000.0,799992.0,1.0,42.0,2.0,3,0.15000150001500015,2009,9,14,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
24.0,120000.0,300000.0,1.0,70.0,2.0,3,0.4,2010,8,31,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
37.0,100000.0,549996.0,1.0,44.0,3.0,0,0.1818195041418483,2007,8,31,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
19.0,119999.88,350004.0,1.0,39.0,2.0,0,0.34285288168135225,2009,1,13,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
17.0,109999.66,309996.0,1.0,45.0,2.0,3,0.3548421915121486,2013,1,14,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
43.0,100000.0,350004.0,1.0,52.0,1.0,1,0.28571102044548063,2010,1,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,120000.96,799992.0,2.0,30.0,0.0,1,0.15000270002700028,2013,5,27,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,349992.0,2.0,51.0,1.0,1,0.28572081647580516,2013,2,13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,300000.0,1.0,21.0,0.0,1,0.3333333333333333,2010,3,31,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
55.0,100000.0,750000.0,1.0,40.0,2.0,1,0.13333333333333333,2010,3,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,999996.0,1.0,42.0,1.0,0,0.1000004000016,2011,9,16,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,146858.28,900000.0,1.0,41.0,1.0,3,0.16317586666666667,2013,10,10,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
41.0,120000.0,1200000.0,1.0,54.0,3.0,0,0.1,2010,6,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
52.0,100000.8,450000.0,1.0,33.0,3.0,1,0.222224,2009,3,9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
27.0,200000.0,450000.0,1.0,21.0,0.0,2,0.4444444444444444,2010,4,13,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,549996.0,1.0,48.0,0.0,2,0.1818195041418483,2010,12,31,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
17.0,155004.84,549996.0,6.0,62.0,0.0,3,0.28182903148386534,2013,3,31,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,1200000.0,1.0,37.0,3.0,0,0.08333333333333333,2013,1,17,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
9.0,100000.0,350004.0,1.0,47.0,3.0,0,0.28571102044548063,2009,1,28,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,150000.0,530004.0,1.0,38.0,3.0,1,0.28301673194919286,2009,7,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
67.0,300000.0,999996.0,1.0,25.0,0.0,1,0.3000012000048,2010,8,23,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
54.0,100000.0,999996.0,1.0,41.0,2.0,3,0.1000004000016,2010,7,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
49.0,1113432.96,699996.0,1.0,56.0,1.0,1,1.590627603586306,2012,3,29,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
27.0,157299.48,600000.0,1.0,30.0,0.0,3,0.2621658,2013,4,23,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
27.0,100197.12,499992.0,1.0,38.0,3.0,0,0.20039744635914172,2011,9,9,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
22.0,206180.36,1500000.0,5.0,44.0,3.0,3,0.13745357333333333,2013,10,8,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
12.0,111111.0,600000.0,1.0,23.0,0.0,1,0.185185,2011,10,31,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
66.0,100002.51,549996.0,6.0,68.0,1.0,1,0.18182406781140226,2013,10,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
42.0,200000.0,1800000.0,1.0,43.0,2.0,1,0.1111111111111111,2008,1,25,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
53.0,100513.95,500004.0,1.0,52.0,2.0,1,0.2010262917896657,2011,1,28,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,1500000.0,1.0,33.0,3.0,0,0.06666666666666667,2011,1,18,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,250000.0,713496.0,1.0,44.0,1.0,1,0.3503873882965006,2012,2,27,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,225001.8,1200000.0,2.0,30.0,1.0,0,0.1875015,2012,7,17,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
17.0,100000.0,2100000.0,5.0,57.0,3.0,1,0.047619047619047616,2007,10,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,300000.0,336996.0,1.0,22.0,0.0,1,0.8902182815226294,2012,3,29,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,150000.0,199992.0,2.0,33.0,2.0,1,0.750030001200048,2012,2,28,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,549996.0,4.0,43.0,3.0,0,0.1818195041418483,2008,3,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
29.0,120000.0,549996.0,6.0,66.0,2.0,3,0.21818340497021796,2010,4,15,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,549996.0,4.0,58.0,3.0,0,0.1818195041418483,2013,2,21,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
27.0,100000.0,249996.0,1.0,20.0,0.0,1,0.4000064001024016,2009,9,9,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
12.0,120000.84,1999992.0,1.0,52.0,3.0,1,0.06000066000264001,2012,2,21,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
52.0,100000.0,249996.0,1.0,43.0,0.0,2,0.4000064001024016,2010,3,4,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
17.0,150000.0,2000004.0,1.0,28.0,3.0,0,0.0749998500003,2008,3,10,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,250000.11,24000000.0,1.0,56.0,3.0,2,0.010416671249999999,2012,3,26,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
79.0,173650.5,549996.0,1.0,63.0,3.0,0,0.3157304780398403,2011,2,18,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,440004.0,1.0,34.0,3.0,0,0.2272706611758075,2010,3,15,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,200004.0,1.0,30.0,0.0,0,0.499990000199996,2008,12,12,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
17.0,121195.32,780000.0,1.0,34.0,2.0,3,0.1553786153846154,2013,2,19,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,150000.21,999996.0,2.0,51.0,1.0,0,0.15000081000324,2013,11,29,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,549996.0,1.0,56.0,3.0,1,0.1818195041418483,2009,6,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
79.0,119994.84,600000.0,1.0,24.0,0.0,0,0.19999139999999999,2013,2,20,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
12.0,100000.0,549996.0,1.0,52.0,1.0,1,0.1818195041418483,2011,3,24,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
12.0,199900.0,399996.0,2.0,44.0,1.0,1,0.4997549975499755,2012,11,30,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
38.0,100000.0,200004.0,1.0,57.0,0.0,3,0.499990000199996,2010,2,19,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
12.0,112500.0,849996.0,1.0,51.0,3.0,3,0.13235356401677184,2010,6,17,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,100000.8,500004.0,1.0,29.0,0.0,0,0.2,2008,10,31,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,699996.0,1.0,58.0,0.0,2,0.1428579591883382,2012,12,31,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
17.0,130000.0,650004.0,1.0,25.0,1.0,0,0.19999876923834314,2008,6,12,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
12.0,100000.0,297996.0,1.0,25.0,0.0,1,0.335574974160727,2008,3,31,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
17.0,100000.0,500004.0,1.0,45.0,1.0,0,0.1999984000127999,2009,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
72.0,100280.63,999996.0,1.0,30.0,1.0,0,0.1002810311241245,2010,12,31,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,200004.0,1.0,42.0,3.0,1,0.499990000199996,2008,3,27,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,100000.0,350004.0,1.0,39.0,3.0,1,0.28571102044548063,2009,2,26,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,150000.0,900000.0,1.0,67.0,3.0,2,0.16666666666666666,2009,10,22,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
22.0,144326.36,349992.0,1.0,49.0,1.0,1,0.41237045418180984,2013,6,21,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
17.0,200000.0,1500000.0,1.0,36.0,0.0,3,0.13333333333333333,2008,9,23,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
17.0,113889.94,450000.0,2.0,35.0,3.0,0,0.25308875555555554,2013,3,6,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
65.0,200000.0,450000.0,1.0,28.0,3.0,1,0.4444444444444444,2010,7,30,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,200000.0,600000.0,2.0,55.0,2.0,2,0.3333333333333333,2012,5,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,120000.0,999996.0,1.0,33.0,0.0,1,0.12000048000192001,2012,3,26,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
57.0,200000.0,799992.0,1.0,38.0,1.0,1,0.25000250002500024,2010,3,31,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
12.0,121815.24,799992.0,1.0,66.0,1.0,0,0.15227057270572705,2011,9,12,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,103550.54,500004.0,1.0,42.0,3.0,1,0.20709942320461436,2009,2,18,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,729996.0,2.0,41.0,3.0,0,0.13698705198384648,2012,2,17,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,200000.0,649992.0,1.0,43.0,1.0,3,0.3076960947211658,2010,12,29,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,103090.01,549996.0,6.0,76.0,2.0,3,0.1874377450017818,2013,11,29,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,121806.6,799992.0,2.0,42.0,1.0,3,0.152259772597726,2013,9,30,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12.0,120000.96,300000.0,1.0,23.0,0.0,0,0.4000032,2011,11,16,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
53.0,150000.0,549996.0,1.0,66.0,3.0,0,0.27272925621277244,2008,1,18,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
17.0,100000.0,549996.0,1.0,60.0,3.0,2,0.1818195041418483,2009,7,24,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
32.0,101017.07,3000000.0,1.0,40.0,2.0,2,0.03367235666666667,2011,8,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,104995.97,549996.0,6.0,62.0,2.0,2,0.1909031520229238,2013,9,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,100000.0,600000.0,1.0,47.0,1.0,0,0.16666666666666666,2010,1,11,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,119994.6,549996.0,1.0,48.0,0.0,1,0.21817358671699433,2009,7,8,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
58.0,350011.01,600000.0,2.0,69.0,2.0,2,0.5833516833333333,2013,10,29,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
17.0,129999.59,399996.0,1.0,41.0,2.0,3,0.32500222502225024,2013,8,16,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.0,329971.68,799992.0,1.0,44.0,2.0,3,0.4124687246872469,2013,9,10,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,125154.99,600000.0,2.0,61.0,2.0,3,0.20859165000000002,2013,10,8,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,103999.94,600000.0,2.0,53.0,0.0,1,0.17333323333333334,2013,8,27,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
34.0,100000.0,600000.0,1.0,61.0,3.0,2,0.16666666666666666,2010,1,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
12.0,150001.2,349992.0,2.0,29.0,3.0,1,0.4285846533635055,2012,8,31,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
44.0,300000.0,999996.0,1.0,51.0,2.0,0,0.3000012000048,2010,3,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,1000004.99,1800000.0,1.0,60.0,1.0,0,0.5555583277777778,2012,2,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,123711.12,999996.0,1.0,66.0,0.0,3,0.12371161484645939,2013,7,29,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
31.0,100000.0,500004.0,1.0,54.0,0.0,3,0.1999984000127999,2009,3,30,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,549996.0,1.0,51.0,0.0,2,0.1818195041418483,2010,8,31,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
17.0,101000.8,499992.0,2.0,68.0,0.0,0,0.20200483207731323,2013,9,24,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,105000.0,699996.0,1.0,63.0,3.0,1,0.15000085714775513,2012,10,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100200.72,849996.0,1.0,24.0,0.0,1,0.11788375474708117,2011,11,24,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
22.0,500005.0,234996.0,1.0,43.0,1.0,0,2.1277170675245536,2010,1,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
73.0,100000.0,549996.0,1.0,46.0,2.0,2,0.1818195041418483,2009,8,14,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
12.0,200000.0,799992.0,2.0,41.0,2.0,1,0.25000250002500024,2013,3,12,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,250000.0,3999996.0,2.0,41.0,2.0,0,0.0625000625000625,2012,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
98.0,120005.16,900000.0,2.0,42.0,0.0,0,0.13333906666666667,2013,10,9,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
17.0,268137.12,549996.0,2.0,0.0,2.0,1,0.48752558200423274,2013,3,31,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
69.0,300000.14,249996.0,2.0,65.0,0.0,2,1.200019760316165,2013,5,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
75.0,102340.25,549996.0,6.0,79.0,0.0,1,0.18607453508752791,2013,5,29,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
67.0,100000.11,699996.0,1.0,38.0,3.0,1,0.14285811633209333,2012,3,30,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
46.0,100000.0,4800000.0,1.0,27.0,2.0,0,0.020833333333333332,2007,1,31,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
27.0,103090.05,3999996.0,5.0,54.0,0.0,2,0.025772538272538274,2013,9,11,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
32.0,149999.14,900000.0,1.0,40.0,0.0,1,0.16666571111111111,2011,9,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
31.0,100002.0,549996.0,6.0,64.0,2.0,2,0.18182314053193113,2010,3,19,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,500004.0,1.0,42.0,3.0,0,0.1999984000127999,2009,7,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,150000.0,1.0,38.0,1.0,0,0.6666666666666666,2009,9,30,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
43.0,100000.0,800004.0,1.0,51.0,2.0,2,0.12499937500312498,2010,9,7,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
39.0,800000.0,69999996.0,1.0,56.0,3.0,3,0.01142857208163269,2010,3,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
50.0,150000.0,300000.0,1.0,35.0,3.0,2,0.5,2008,3,28,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,100000.54,699996.0,1.0,33.0,3.0,3,0.14285873062131782,2010,10,21,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,300000.0,1500000.0,1.0,36.0,1.0,0,0.2,2010,5,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
45.0,205665.0,300000.0,1.0,50.0,1.0,2,0.68555,2010,7,9,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,199999.96,900000.0,1.0,55.0,1.0,1,0.22222217777777778,2012,12,24,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
12.0,105000.0,600000.0,1.0,26.0,0.0,0,0.175,2007,12,19,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
27.0,117597.0,15000.0,1.0,29.0,3.0,0,7.8398,2013,10,31,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
51.0,100000.0,500004.0,1.0,43.0,3.0,1,0.1999984000127999,2010,8,31,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17.0,100000.52,349992.0,2.0,54.0,2.0,0,0.2857223022240509,2012,9,28,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
30.0,174999.0,5000004.0,1.0,54.0,3.0,1,0.0349997720001824,2009,9,7,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
101.0,100004.42,249996.0,1.0,29.0,0.0,0,0.40002408038528614,2013,11,18,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
27.0,150002.36,1500000.0,2.0,63.0,0.0,2,0.10000157333333333,2013,2,27,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,150000.0,1.0,29.0,3.0,0,0.6666666666666666,2009,3,24,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
33.0,100000.0,600000.0,1.0,62.0,2.0,1,0.16666666666666666,2010,8,19,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,222222.0,1500000.0,1.0,37.0,1.0,0,0.148148,2011,9,28,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
12.0,210000.0,999996.0,1.0,54.0,0.0,1,0.21000084000336,2011,9,30,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
48.0,147000.0,950004.0,1.0,47.0,3.0,1,0.1547361905844607,2010,7,28,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,200000.0,999996.0,2.0,51.0,3.0,1,0.2000008000032,2012,6,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,150000.0,549996.0,4.0,69.0,0.0,3,0.27272925621277244,2012,2,29,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
32.0,199991.16,499992.0,2.0,40.0,1.0,1,0.3999887198195171,2011,12,29,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
22.0,100000.0,350004.0,5.0,28.0,2.0,2,0.28571102044548063,2009,3,23,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,199999.99,499992.0,2.0,52.0,2.0,1,0.4000063801020816,2012,3,21,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
55.0,100000.0,999996.0,1.0,40.0,3.0,2,0.1000004000016,2010,2,17,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,1844706.0,30999996.0,1.0,46.0,2.0,3,0.05950665283956811,2013,11,13,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
35.0,100000.0,294540.0,1.0,60.0,3.0,2,0.3395124601072859,2010,5,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
47.0,250000.0,360000.0,1.0,47.0,3.0,0,0.6944444444444444,2010,6,30,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,349992.0,1.0,40.0,1.0,1,0.28572081647580516,2010,4,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,100000.0,549996.0,1.0,38.0,0.0,1,0.1818195041418483,2008,11,12,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
17.0,177738.31,459996.0,1.0,57.0,3.0,3,0.38639099035643787,2013,6,25,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
32.0,100000.0,500004.0,1.0,62.0,0.0,0,0.1999984000127999,2010,8,30,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
27.0,150000.0,549996.0,1.0,47.0,1.0,3,0.27272925621277244,2010,8,13,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
22.0,100000.42,499992.0,2.0,38.0,0.0,0,0.20000404006464104,2013,1,31,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
12.0,120000.96,499992.0,2.0,53.0,3.0,2,0.24000576009216149,2013,3,30,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,199999.0,300000.0,1.0,28.0,3.0,0,0.6666633333333334,2009,3,31,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,100000.0,9999972.0,1.0,30.0,2.0,0,0.0100000280000784,2009,12,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,549996.0,1.0,43.0,0.0,1,0.1818195041418483,2010,2,26,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
57.0,121821.96,600000.0,5.0,48.0,2.0,1,0.2030366,2012,1,31,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
56.0,125000.14,1599996.0,2.0,48.0,1.0,2,0.07812528281320703,2013,8,30,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,499992.0,1.0,25.0,2.0,1,0.2000032000512008,2008,5,13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,103089.93,549996.0,6.0,72.0,3.0,1,0.1874375995461785,2013,8,26,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,1000000.0,11499996.0,2.0,46.0,1.0,1,0.08695655198488765,2013,7,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,169992.0,1.0,35.0,1.0,0,0.5882629770812744,2012,3,16,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
94.0,120000.32,600000.0,1.0,67.0,0.0,2,0.20000053333333334,2011,9,27,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
9.0,150000.0,290004.0,1.0,28.0,1.0,1,0.5172342450448959,2009,3,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9.0,100000.0,732000.0,1.0,39.0,3.0,0,0.1366120218579235,2009,3,13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,200000.24,1500000.0,2.0,75.0,0.0,0,0.13333349333333333,2013,3,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
96.0,270167.2,549996.0,1.0,42.0,0.0,1,0.4912166633939156,2011,1,28,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
52.0,100136.02,459996.0,1.0,53.0,1.0,2,0.2176888929468952,2011,3,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
12.0,200000.0,549996.0,4.0,53.0,1.0,1,0.3636390082836966,2007,11,16,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,150004.2,3600000.0,1.0,47.0,2.0,1,0.041667833333333335,2010,11,26,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
17.0,100000.0,399996.0,1.0,30.0,2.0,0,0.25000250002500024,2008,3,14,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
12.0,100000.0,249996.0,5.0,29.0,3.0,1,0.4000064001024016,2009,4,20,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
44.0,500000.0,1200000.0,1.0,50.0,2.0,1,0.4166666666666667,2010,8,27,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,200000.0,1149996.0,1.0,54.0,0.0,0,0.17391364839529877,2012,3,21,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
22.0,322327.08,1200000.0,2.0,51.0,0.0,3,0.2686059,2013,11,18,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
17.0,150000.14,1399992.0,1.0,48.0,0.0,1,0.10714356939182511,2012,12,14,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,180001.44,290004.0,1.0,46.0,3.0,1,0.6206860595026276,2011,1,24,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,249996.0,1.0,46.0,1.0,1,0.4000064001024016,2008,6,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
24.0,100000.0,247992.0,1.0,70.0,3.0,0,0.40323881415529533,2010,3,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
82.0,158542.11,399996.0,2.0,20.0,0.0,0,0.39635923859238587,2013,3,31,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
12.0,120000.96,279996.0,1.0,29.0,1.0,0,0.42858097972828185,2008,1,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
39.0,525000.0,999996.0,1.0,55.0,3.0,1,0.5250021000084001,2010,8,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,103090.02,499992.0,2.0,56.0,0.0,0,0.20618333893342294,2013,9,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
86.0,100000.0,549996.0,6.0,63.0,0.0,2,0.1818195041418483,2010,3,31,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
